Zeitstempel,Lernerfolg [Ich kann ein Buch zu einem Thema im Katalog plus der BLB finden und ausleihen.],Lernerfolg [Ich kann einen Artikel zu einem Thema im Katalog plus der BLB finden.],Lernerfolg [Ich finde mich im Gebäude der BLB zurecht.],"Lernerfolg [Was ich in dieser Schulung gelernt habe, ist für mich nützlich.]",Das fand ich für mich besonders wichtig! [Tipps zum Finden von Suchbegriffen mit dem Brockhaus],Das fand ich für mich besonders wichtig! [Finden von Büchern & Artikeln],Das fand ich für mich besonders wichtig! [Übungen zur Datenbank Statista],Das fand ich für mich besonders wichtig! [Rundgang durch die Bibliothek],Das fand ich für mich besonders wichtig! [Alles rund um Ausleihe und Benutzerkonto],Inhalte und Ablauf der Schulung [Der Ablauf der Schulung war für mich nachvollziehbar.],Inhalte und Ablauf der Schulung [Das selbständige Arbeiten mit Moodle hat mir gefallen.],Inhalte und Ablauf der Schulung [Die Aufgaben waren verständlich formuliert.],Inhalte und Ablauf der Schulung [Die Quizrunden haben mir gefallen.],Der Anspruch war für mich...,Die Dauer der Schulung war für mich...,Hier können Sie uns eine Note geben. ,Wollen Sie uns noch etwas mitteilen? ,Das fand ich für mich besonders wichtig! [Informationen zur Datenbank Statista]
17.05.2023 11:11:11,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,Der Rundgang war sehr cool!,1 (trifft voll und ganz zu)
17.05.2023 11:11:41,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Es war sehr interessant.,2
24.05.2023 11:09:40,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,War super danke :),2
24.05.2023 11:09:41,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
24.05.2023 11:09:54,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
24.05.2023 11:10:01,2,2,2,2,1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
24.05.2023 11:10:15,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,danke,1 (trifft voll und ganz zu)
24.05.2023 11:10:50,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
24.05.2023 11:10:53,1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
24.05.2023 11:11:16,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
24.05.2023 11:12:42,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
31.05.2023 14:52:14,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,1,,3
31.05.2023 14:52:24,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,"Gut erklärt, sehr hilfreich für die Zukunft :)",1 (trifft voll und ganz zu)
31.05.2023 14:52:27,2,2,1 (trifft voll und ganz zu),2,2,2,,1 (trifft voll und ganz zu),2,2,,2,2,gerade richtig,gerade richtig,2,,2
31.05.2023 14:52:31,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
31.05.2023 14:53:03,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
31.05.2023 14:53:40,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,zu lang,1,,1 (trifft voll und ganz zu)
26.06.2023 16:08:19,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,1,,1 (trifft voll und ganz zu)
26.06.2023 16:08:58,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
26.06.2023 16:14:46,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,2
26.06.2023 16:14:53,2,2,1 (trifft voll und ganz zu),2,3,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
26.06.2023 16:15:03,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
26.06.2023 16:15:06,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,2,2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
26.06.2023 16:15:08,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
26.06.2023 16:15:26,2,2,3,2,3,2,,2,1 (trifft voll und ganz zu),2,,2,2,gerade richtig,gerade richtig,3,,3
26.06.2023 16:15:53,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,,,,gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
26.06.2023 16:15:55,1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,,gerade richtig,1,,2
26.06.2023 16:16:29,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,2
26.06.2023 16:17:41,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
26.06.2023 16:18:33,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.06.2023 11:21:16,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
27.06.2023 11:21:43,2,2,3,3,3,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,3,,3
27.06.2023 11:21:58,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
27.06.2023 11:22:10,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,"schön gemacht , cr7 goat ",1 (trifft voll und ganz zu)
27.06.2023 11:22:16,2,1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,wenn man ein großes Interesse für die Bibliothek mitbringen würde wäre es bestimmt eine 1 gewesen :),1 (trifft voll und ganz zu)
27.06.2023 11:22:18,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,ronaldo goat,1 (trifft voll und ganz zu)
27.06.2023 11:22:20,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,uff lock jetz glei kebabi fetze gehe,1 (trifft voll und ganz zu)
27.06.2023 11:23:05,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
27.06.2023 11:23:20,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,1,Bleiben sie so wie sie sind und immer weiter so !,1 (trifft voll und ganz zu)
27.06.2023 16:07:07,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,hab durst,1 (trifft voll und ganz zu)
27.06.2023 16:07:50,2,2,2,2,2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,3,gerade richtig,gerade richtig,2,,2
27.06.2023 16:08:05,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),,1 (trifft voll und ganz zu),2,zu leicht,zu lang,1,,2
27.06.2023 16:08:06,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
27.06.2023 16:08:29,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,3
27.06.2023 16:08:29,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,3,,2,2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,2
27.06.2023 16:08:30,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,3,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
27.06.2023 16:08:37,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,ganz gut gewesen,3
27.06.2023 16:09:46,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,"Frau Müller war sehr nett zu Simon
",1 (trifft voll und ganz zu)
27.06.2023 16:09:49,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,3,1 (trifft voll und ganz zu),,4 (trifft überhaupt nicht zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,zu leicht,gerade richtig,1,,1 (trifft voll und ganz zu)
27.06.2023 16:10:29,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),2,zu leicht,gerade richtig,2,Luca war hier ,2
27.06.2023 16:11:15,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,2,3,bitte auswählen,bitte auswählen,2,Nein. Mit freundlichen Grüßen ,2
27.06.2023 16:11:17,1 (trifft voll und ganz zu),2,2,2,2,1 (trifft voll und ganz zu),,3,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),bitte auswählen,bitte auswählen,3,Neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2
27.06.2023 16:15:28,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),2,,,2,,1 (trifft voll und ganz zu)
27.06.2023 16:15:34,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
27.06.2023 16:15:48,2,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.06.2023 16:15:58,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
27.06.2023 16:15:59,2,2,2,3,3,3,,2,2,2,,2,1 (trifft voll und ganz zu),zu schwer,gerade richtig,3,,2
27.06.2023 16:16:08,2,2,3,3,2,2,,3,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,zu lang,3,,1 (trifft voll und ganz zu)
27.06.2023 16:16:15,2,1 (trifft voll und ganz zu),2,2,2,2,,2,2,2,,2,1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,2
27.06.2023 16:16:18,2,2,3,1 (trifft voll und ganz zu),3,2,,2,2,1 (trifft voll und ganz zu),,2,2,gerade richtig,gerade richtig,2,,2
27.06.2023 16:16:22,2,2,1 (trifft voll und ganz zu),3,3,2,,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,1 (trifft voll und ganz zu)
27.06.2023 16:16:27,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),3,gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
27.06.2023 16:16:30,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,1,Der Südwesten ist für immer Rot Weiß Rot!!!,1 (trifft voll und ganz zu)
29.06.2023 16:10:34,2,1 (trifft voll und ganz zu),3,2,2,2,,3,4 (trifft überhaupt nicht zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),2,gerade richtig,zu lang,2,,2
29.06.2023 16:10:41,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
29.06.2023 16:11:03,2,2,3,2,1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,nein,1 (trifft voll und ganz zu)
29.06.2023 16:11:03,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,4 (trifft überhaupt nicht zu),2,,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),3,gerade richtig,zu lang,2,,1 (trifft voll und ganz zu)
29.06.2023 16:11:04,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,Sehr nützliche und interessante Infos :) ,2
29.06.2023 16:11:19,2,2,2,3,3,3,,3,3,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,zu lang,3,Führung war gut,3
29.06.2023 16:11:23,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,Sehr interessant gestaltet ,2
29.06.2023 16:11:24,2,2,2,4 (trifft überhaupt nicht zu),2,2,,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),zu leicht,gerade richtig,3,"Führung war gut, aber KSC ist nicht gut! (FORZA FCK)",2
03.07.2023 11:09:24,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
03.07.2023 11:09:24,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),3,gerade richtig,gerade richtig,2,,2
03.07.2023 11:09:55,2,1 (trifft voll und ganz zu),4 (trifft überhaupt nicht zu),1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,,1,✔✔✔,1 (trifft voll und ganz zu)
03.07.2023 11:10:13,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),3,2,2,2,,2,2,1 (trifft voll und ganz zu),,2,1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,kahoot wäre besser (als quiz),1 (trifft voll und ganz zu)
03.07.2023 11:10:32,1 (trifft voll und ganz zu),2,2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,2,2,2,,3,1 (trifft voll und ganz zu),gerade richtig,zu kurz,3,Amogus,3
04.07.2023 11:16:09,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
04.07.2023 11:16:18,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),3,1 (trifft voll und ganz zu),,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,2,,3
04.07.2023 11:16:30,2,2,2,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,3
04.07.2023 11:16:38,3,3,3,4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),,4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),,4 (trifft überhaupt nicht zu),4 (trifft überhaupt nicht zu),gerade richtig,gerade richtig,1,,4 (trifft überhaupt nicht zu)
04.07.2023 11:16:54,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,2,,2,2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,"War super , sehr nett und lehrreich!",2
04.07.2023 11:17:01,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),2,1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),,1 (trifft voll und ganz zu),1 (trifft voll und ganz zu),gerade richtig,gerade richtig,1,,1 (trifft voll und ganz zu)
